Date,Open,High,Low,Close,Adj Close,Volume
2004-03-15,0.344947,0.345423,0.344353,0.344471,0.344471,0
2004-03-16,0.344471,0.345304,0.344471,0.345185,0.345185,0
2004-03-17,0.345185,0.345185,0.343171,0.343643,0.343643,0
2004-03-18,0.343643,0.344234,0.342700,0.344116,0.344116,0
2004-03-19,0.344116,0.345662,0.344116,0.344828,0.344828,0
2004-03-22,0.344828,0.344828,0.343171,0.343525,0.343525,0
2004-03-23,0.343525,0.344116,0.342700,0.343289,0.343289,0
2004-03-24,0.343289,0.343289,0.341530,0.341530,0.341530,0
2004-03-25,0.341530,0.341530,0.340483,0.340715,0.340715,0
2004-03-26,0.340715,0.340715,0.339559,0.340483,0.340483,0
2004-03-29,0.340483,0.341064,0.340368,0.340368,0.340368,0
2004-03-30,0.340368,0.343997,0.340368,0.343997,0.343997,0
2004-03-31,0.343997,0.345423,0.343289,0.345423,0.345423,0
2004-04-01,0.345423,0.346620,0.345423,0.346141,0.346141,0
2004-04-02,0.346141,0.346500,0.345066,0.345662,0.345662,0
2004-04-05,0.345662,0.347947,0.345304,0.347826,0.347826,0
2004-04-06,0.347826,0.348432,0.347826,0.347947,0.347947,0
2004-04-07,0.347947,0.348918,0.346981,0.348432,0.348432,0
2004-04-08,0.348432,0.348432,0.346741,0.346741,0.346741,0
2004-04-09,0.346741,0.346741,0.346741,0.346741,0.346741,0
2004-04-12,0.346741,0.347222,0.345901,0.347102,0.347102,0
2004-04-13,0.347102,0.347102,0.345781,0.345901,0.345901,0
2004-04-14,0.345901,0.346500,0.345185,0.346500,0.346500,0
2004-04-15,0.346500,0.346500,0.341880,0.342818,0.342818,0
2004-04-16,0.342818,0.344471,0.341763,0.343879,0.343879,0
2004-04-19,0.343879,0.344709,0.343171,0.344116,0.344116,0
2004-04-20,0.342818,0.344116,0.341413,0.341530,0.341530,0
2004-04-21,0.341530,0.341530,0.341530,0.341530,0.341530,0
2004-04-22,0.341530,0.342114,0.340136,0.341763,0.341763,0
2004-04-23,0.341763,0.343879,0.341763,0.343879,0.343879,0
2004-04-26,0.343879,0.344471,0.343407,0.343761,0.343761,0
2004-04-27,0.343761,0.343761,0.342466,0.342936,0.342936,0
2004-04-28,0.342936,0.342936,0.339443,0.339443,0.339443,0
2004-04-29,0.339443,0.339905,0.337268,0.337268,0.337268,0
2004-04-30,0.337268,0.341297,0.337268,0.341297,0.341297,0
2004-05-03,0.341297,0.341297,0.335683,0.335683,0.335683,0
2004-05-04,0.335683,0.338181,0.335683,0.337154,0.337154,0
2004-05-05,0.337154,0.338639,0.337154,0.338639,0.338639,0
2004-05-06,0.338639,0.338639,0.332779,0.333667,0.333667,0
2004-05-07,0.333667,0.333667,0.324675,0.326691,0.326691,0
2004-05-10,0.326691,0.326691,0.318269,0.318370,0.318370,0
2004-05-11,0.318370,0.325627,0.318370,0.325309,0.325309,0
2004-05-12,0.325309,0.325627,0.318066,0.318471,0.318471,0
2004-05-13,0.318471,0.321337,0.317561,0.319285,0.319285,0
2004-05-14,0.319285,0.325521,0.319285,0.323834,0.323834,0
2004-05-17,0.323834,0.323834,0.319898,0.320410,0.320410,0
2004-05-18,0.320410,0.322893,0.317965,0.319591,0.319591,0
2004-05-19,0.319591,0.323625,0.318979,0.319183,0.319183,0
2004-05-20,0.319183,0.319183,0.311333,0.311333,0.311333,0
2004-05-21,0.311333,0.313873,0.310270,0.313185,0.313185,0
2004-05-24,0.313185,0.315756,0.312989,0.314762,0.314762,0
2004-05-25,0.314762,0.318878,0.314762,0.318776,0.318776,0
2004-05-26,0.318776,0.320000,0.314663,0.316556,0.316556,0
2004-05-27,0.316556,0.320513,0.315557,0.320513,0.320513,0
2004-05-28,0.320513,0.323939,0.320513,0.323834,0.323834,0
2004-05-31,0.323834,0.323834,0.312989,0.313775,0.313775,0
2004-06-01,0.313775,0.318674,0.313775,0.317864,0.317864,0
2004-06-02,0.317864,0.320718,0.317864,0.319285,0.319285,0
2004-06-03,0.319285,0.319285,0.316456,0.317058,0.317058,0
2004-06-04,0.317058,0.320307,0.317058,0.319795,0.319795,0
2004-06-07,0.319795,0.322061,0.319795,0.321543,0.321543,0
2004-06-08,0.321543,0.321750,0.320513,0.321750,0.321750,0
2004-06-09,0.321750,0.323102,0.319591,0.320102,0.320102,0
2004-06-10,0.320102,0.320102,0.320102,0.320102,0.320102,0
2004-06-11,0.320102,0.320102,0.317763,0.318674,0.318674,0
2004-06-14,0.318674,0.318674,0.315756,0.315756,0.315756,0
2004-06-15,0.315756,0.320410,0.315756,0.320205,0.320205,0
2004-06-16,0.320205,0.320205,0.317864,0.318776,0.318776,0
2004-06-17,0.318776,0.320718,0.318776,0.319795,0.319795,0
2004-06-18,0.319795,0.319795,0.318471,0.318573,0.318573,0
2004-06-21,0.318573,0.320205,0.318573,0.319285,0.319285,0
2004-06-22,0.319285,0.319591,0.318878,0.319285,0.319285,0
2004-06-23,0.319285,0.321234,0.319081,0.320616,0.320616,0
2004-06-24,0.320616,0.323415,0.320616,0.323415,0.323415,0
2004-06-25,0.323415,0.323415,0.321234,0.321647,0.321647,0
2004-06-28,0.321647,0.321647,0.319081,0.319795,0.319795,0
2004-06-29,0.319795,0.321957,0.319489,0.321854,0.321854,0
2004-06-30,0.321854,0.324149,0.321027,0.324149,0.324149,0
2004-07-01,0.324149,0.325945,0.324149,0.325415,0.325415,0
2004-07-02,0.325415,0.329056,0.325415,0.329056,0.329056,0
2004-07-05,0.329056,0.330688,0.328947,0.330688,0.330688,0
2004-07-06,0.330688,0.330688,0.328407,0.328407,0.328407,0
2004-07-07,0.328407,0.330142,0.328407,0.329815,0.329815,0
2004-07-08,0.329815,0.329815,0.327225,0.327225,0.327225,0
2004-07-09,0.327225,0.329272,0.327225,0.328839,0.328839,0
2004-07-12,0.328839,0.330033,0.328839,0.329707,0.329707,0
2004-07-13,0.329707,0.329707,0.328407,0.329164,0.329164,0
2004-07-14,0.329164,0.331675,0.329056,0.330797,0.330797,0
2004-07-15,0.330797,0.332226,0.330579,0.331675,0.331675,0
2004-07-16,0.331675,0.333890,0.331675,0.333222,0.333222,0
2004-07-19,0.333222,0.334672,0.333222,0.334225,0.334225,0
2004-07-20,0.334225,0.334225,0.332557,0.333111,0.333111,0
2004-07-21,0.333111,0.333111,0.328839,0.330251,0.330251,0
2004-07-22,0.330251,0.330251,0.327976,0.328947,0.328947,0
2004-07-23,0.328947,0.329489,0.327547,0.327547,0.327547,0
2004-07-26,0.327547,0.328623,0.325203,0.325203,0.325203,0
2004-07-27,0.325203,0.327547,0.325203,0.327547,0.327547,0
2004-07-28,0.327547,0.327547,0.327547,0.327547,0.327547,0
2004-07-29,0.327547,0.330579,0.327547,0.329598,0.329598,0
2004-07-30,0.329598,0.331126,0.329272,0.329381,0.329381,0
2004-08-02,0.329381,0.329381,0.327547,0.328299,0.328299,0
2004-08-03,0.328299,0.328299,0.326691,0.327761,0.327761,0
2004-08-04,0.327761,0.327869,0.326477,0.327547,0.327547,0
2004-08-05,0.327547,0.327547,0.326052,0.326052,0.326052,0
2004-08-06,0.326052,0.329924,0.326052,0.329924,0.329924,0
2004-08-09,0.329924,0.329924,0.328839,0.329056,0.329056,0
2004-08-10,0.329056,0.331455,0.329056,0.330360,0.330360,0
2004-08-11,0.330360,0.330360,0.328947,0.329489,0.329489,0
2004-08-12,0.329489,0.330469,0.329489,0.329598,0.329598,0
2004-08-13,0.329598,0.331455,0.329272,0.331235,0.331235,0
2004-08-16,0.331235,0.332779,0.330469,0.332668,0.332668,0
2004-08-17,0.332668,0.334113,0.332668,0.334001,0.334001,0
2004-08-18,0.334001,0.335796,0.332889,0.335345,0.335345,0
2004-08-19,0.335345,0.336587,0.334896,0.334896,0.334896,0
2004-08-20,0.334896,0.337496,0.334336,0.337382,0.337382,0
2004-08-23,0.337382,0.338181,0.336134,0.337610,0.337610,0
2004-08-24,0.337610,0.338983,0.337610,0.338409,0.338409,0
2004-08-25,0.338409,0.339559,0.338066,0.338983,0.338983,0
2004-08-26,0.338983,0.339213,0.338295,0.338753,0.338753,0
2004-08-27,null,null,null,null,null,null
2004-08-30,null,null,null,null,null,null
2004-08-31,null,null,null,null,null,null
2004-09-01,null,null,null,null,null,null
2004-09-02,null,null,null,null,null,null
2004-09-03,null,null,null,null,null,null
2004-09-06,null,null,null,null,null,null
2004-09-07,null,null,null,null,null,null
2004-09-08,null,null,null,null,null,null
2004-09-09,null,null,null,null,null,null
2004-09-10,null,null,null,null,null,null
2004-09-13,null,null,null,null,null,null
2004-09-14,null,null,null,null,null,null
2004-09-15,null,null,null,null,null,null
2004-09-16,null,null,null,null,null,null
2004-09-17,null,null,null,null,null,null
2004-09-20,null,null,null,null,null,null
2004-09-21,null,null,null,null,null,null
2004-09-22,null,null,null,null,null,null
2004-09-23,null,null,null,null,null,null
2004-09-24,null,null,null,null,null,null
2004-09-27,null,null,null,null,null,null
2004-09-28,null,null,null,null,null,null
2004-09-29,null,null,null,null,null,null
2004-09-30,null,null,null,null,null,null
2004-10-01,null,null,null,null,null,null
2004-10-04,null,null,null,null,null,null
2004-10-05,null,null,null,null,null,null
2004-10-06,null,null,null,null,null,null
2004-10-07,null,null,null,null,null,null
2004-10-08,null,null,null,null,null,null
2004-10-11,null,null,null,null,null,null
2004-10-12,null,null,null,null,null,null
2004-10-13,null,null,null,null,null,null
2004-10-14,null,null,null,null,null,null
2004-10-15,null,null,null,null,null,null
2004-10-18,null,null,null,null,null,null
2004-10-19,null,null,null,null,null,null
2004-10-20,null,null,null,null,null,null
2004-10-21,null,null,null,null,null,null
2004-10-22,null,null,null,null,null,null
2004-10-25,null,null,null,null,null,null
2004-10-26,null,null,null,null,null,null
2004-10-27,null,null,null,null,null,null
2004-10-28,null,null,null,null,null,null
2004-10-29,null,null,null,null,null,null
2004-11-01,null,null,null,null,null,null
2004-11-02,null,null,null,null,null,null
2004-11-03,null,null,null,null,null,null
2004-11-04,null,null,null,null,null,null
2004-11-05,null,null,null,null,null,null
2004-11-08,null,null,null,null,null,null
2004-11-09,null,null,null,null,null,null
2004-11-10,null,null,null,null,null,null
2004-11-11,null,null,null,null,null,null
2004-11-12,null,null,null,null,null,null
2004-11-15,null,null,null,null,null,null
2004-11-16,null,null,null,null,null,null
2004-11-17,null,null,null,null,null,null
2004-11-18,null,null,null,null,null,null
2004-11-19,null,null,null,null,null,null
2004-11-22,null,null,null,null,null,null
2004-11-23,null,null,null,null,null,null
2004-11-24,null,null,null,null,null,null
2004-11-25,null,null,null,null,null,null
2004-11-26,null,null,null,null,null,null
2004-11-29,null,null,null,null,null,null
2004-11-30,null,null,null,null,null,null
2004-12-01,null,null,null,null,null,null
2004-12-02,null,null,null,null,null,null
2004-12-03,null,null,null,null,null,null
2004-12-06,null,null,null,null,null,null
2004-12-07,null,null,null,null,null,null
2004-12-08,null,null,null,null,null,null
2004-12-09,null,null,null,null,null,null
2004-12-10,null,null,null,null,null,null
2004-12-13,null,null,null,null,null,null
2004-12-14,null,null,null,null,null,null
2004-12-15,null,null,null,null,null,null
2004-12-16,null,null,null,null,null,null
2004-12-17,null,null,null,null,null,null
2004-12-20,null,null,null,null,null,null
2004-12-21,null,null,null,null,null,null
2004-12-22,null,null,null,null,null,null
2004-12-23,null,null,null,null,null,null
2004-12-24,null,null,null,null,null,null
2004-12-27,null,null,null,null,null,null
2004-12-28,null,null,null,null,null,null
2004-12-29,null,null,null,null,null,null
2004-12-30,null,null,null,null,null,null
2004-12-31,null,null,null,null,null,null
2005-01-03,null,null,null,null,null,null
2005-01-04,null,null,null,null,null,null
2005-01-05,null,null,null,null,null,null
2005-01-06,null,null,null,null,null,null
2005-01-07,null,null,null,null,null,null
2005-01-10,null,null,null,null,null,null
2005-01-11,null,null,null,null,null,null
2005-01-12,null,null,null,null,null,null
2005-01-13,null,null,null,null,null,null
2005-01-14,null,null,null,null,null,null
2005-01-17,null,null,null,null,null,null
2005-01-18,null,null,null,null,null,null
2005-01-19,null,null,null,null,null,null
2005-01-20,null,null,null,null,null,null
2005-01-21,null,null,null,null,null,null
2005-01-24,null,null,null,null,null,null
2005-01-25,null,null,null,null,null,null
2005-01-26,null,null,null,null,null,null
2005-01-27,null,null,null,null,null,null
2005-01-28,null,null,null,null,null,null
2005-01-31,null,null,null,null,null,null
2005-02-01,null,null,null,null,null,null
2005-02-02,null,null,null,null,null,null
2005-02-03,null,null,null,null,null,null
2005-02-04,null,null,null,null,null,null
2005-02-07,null,null,null,null,null,null
2005-02-08,null,null,null,null,null,null
2005-02-09,null,null,null,null,null,null
2005-02-10,null,null,null,null,null,null
2005-02-11,null,null,null,null,null,null
2005-02-14,null,null,null,null,null,null
2005-02-15,null,null,null,null,null,null
2005-02-16,null,null,null,null,null,null
2005-02-17,null,null,null,null,null,null
2005-02-18,null,null,null,null,null,null
2005-02-21,null,null,null,null,null,null
2005-02-22,null,null,null,null,null,null
2005-02-23,null,null,null,null,null,null
2005-02-24,null,null,null,null,null,null
2005-02-25,null,null,null,null,null,null
2005-02-28,null,null,null,null,null,null
2005-03-01,null,null,null,null,null,null
2005-03-02,null,null,null,null,null,null
2005-03-03,null,null,null,null,null,null
2005-03-04,null,null,null,null,null,null
2005-03-07,null,null,null,null,null,null
2005-03-08,null,null,null,null,null,null
2005-03-09,null,null,null,null,null,null
2005-03-10,null,null,null,null,null,null
2005-03-11,null,null,null,null,null,null
2005-03-14,null,null,null,null,null,null
2005-03-15,null,null,null,null,null,null
2005-03-16,null,null,null,null,null,null
2005-03-17,null,null,null,null,null,null
2005-03-18,null,null,null,null,null,null
2005-03-21,null,null,null,null,null,null
2005-03-22,null,null,null,null,null,null
2005-03-23,null,null,null,null,null,null
2005-03-24,null,null,null,null,null,null
2005-03-25,null,null,null,null,null,null
2005-03-28,null,null,null,null,null,null
2005-03-29,null,null,null,null,null,null
2005-03-30,null,null,null,null,null,null
2005-03-31,null,null,null,null,null,null
2005-04-01,null,null,null,null,null,null
2005-04-04,null,null,null,null,null,null
2005-04-05,null,null,null,null,null,null
2005-04-06,null,null,null,null,null,null
2005-04-07,null,null,null,null,null,null
2005-04-08,null,null,null,null,null,null
2005-04-11,null,null,null,null,null,null
2005-04-12,null,null,null,null,null,null
2005-04-13,null,null,null,null,null,null
2005-04-14,null,null,null,null,null,null
2005-04-15,null,null,null,null,null,null
2005-04-18,null,null,null,null,null,null
2005-04-19,null,null,null,null,null,null
2005-04-20,null,null,null,null,null,null
2005-04-21,null,null,null,null,null,null
2005-04-22,null,null,null,null,null,null
2005-04-25,null,null,null,null,null,null
2005-04-26,null,null,null,null,null,null
2005-04-27,null,null,null,null,null,null
2005-04-28,null,null,null,null,null,null
2005-04-29,null,null,null,null,null,null
2005-05-02,null,null,null,null,null,null
2005-05-03,null,null,null,null,null,null
2005-05-04,null,null,null,null,null,null
2005-05-05,null,null,null,null,null,null
2005-05-06,null,null,null,null,null,null
2005-05-09,null,null,null,null,null,null
2005-05-10,null,null,null,null,null,null
2005-05-11,null,null,null,null,null,null
2005-05-12,null,null,null,null,null,null
2005-05-13,null,null,null,null,null,null
2005-05-16,null,null,null,null,null,null
2005-05-17,null,null,null,null,null,null
2005-05-18,null,null,null,null,null,null
2005-05-19,null,null,null,null,null,null
2005-05-20,null,null,null,null,null,null
2005-05-23,null,null,null,null,null,null
2005-05-24,null,null,null,null,null,null
2005-05-25,null,null,null,null,null,null
2005-05-26,null,null,null,null,null,null
2005-05-27,null,null,null,null,null,null
2005-05-30,null,null,null,null,null,null
2005-05-31,null,null,null,null,null,null
2005-06-01,null,null,null,null,null,null
2005-06-02,null,null,null,null,null,null
2005-06-03,null,null,null,null,null,null
2005-06-06,null,null,null,null,null,null
2005-06-07,null,null,null,null,null,null
2005-06-08,null,null,null,null,null,null
2005-06-09,null,null,null,null,null,null
2005-06-10,null,null,null,null,null,null
2005-06-13,null,null,null,null,null,null
2005-06-14,null,null,null,null,null,null
2005-06-15,null,null,null,null,null,null
2005-06-16,null,null,null,null,null,null
2005-06-17,null,null,null,null,null,null
2005-06-20,null,null,null,null,null,null
2005-06-21,null,null,null,null,null,null
2005-06-22,null,null,null,null,null,null
2005-06-23,null,null,null,null,null,null
2005-06-24,null,null,null,null,null,null
2005-06-27,null,null,null,null,null,null
2005-06-28,null,null,null,null,null,null
2005-06-29,null,null,null,null,null,null
2005-06-30,null,null,null,null,null,null
2005-07-01,null,null,null,null,null,null
2005-07-04,null,null,null,null,null,null
2005-07-05,null,null,null,null,null,null
2005-07-06,null,null,null,null,null,null
2005-07-07,null,null,null,null,null,null
2005-07-08,null,null,null,null,null,null
2005-07-11,null,null,null,null,null,null
2005-07-12,null,null,null,null,null,null
2005-07-13,null,null,null,null,null,null
2005-07-14,null,null,null,null,null,null
2005-07-15,null,null,null,null,null,null
2005-07-18,null,null,null,null,null,null
2005-07-19,null,null,null,null,null,null
2005-07-20,null,null,null,null,null,null
2005-07-21,null,null,null,null,null,null
2005-07-22,null,null,null,null,null,null
2005-07-25,null,null,null,null,null,null
2005-07-26,null,null,null,null,null,null
2005-07-27,null,null,null,null,null,null
2005-07-28,null,null,null,null,null,null
2005-07-29,null,null,null,null,null,null
2005-08-01,null,null,null,null,null,null
2005-08-02,null,null,null,null,null,null
2005-08-03,null,null,null,null,null,null
2005-08-04,null,null,null,null,null,null
2005-08-05,null,null,null,null,null,null
2005-08-08,null,null,null,null,null,null
2005-08-09,null,null,null,null,null,null
2005-08-10,null,null,null,null,null,null
2005-08-11,null,null,null,null,null,null
2005-08-12,null,null,null,null,null,null
2005-08-15,null,null,null,null,null,null
2005-08-16,null,null,null,null,null,null
2005-08-17,null,null,null,null,null,null
2005-08-18,null,null,null,null,null,null
2005-08-19,null,null,null,null,null,null
2005-08-22,null,null,null,null,null,null
2005-08-23,null,null,null,null,null,null
2005-08-24,null,null,null,null,null,null
2005-08-25,null,null,null,null,null,null
2005-08-26,null,null,null,null,null,null
2005-08-29,null,null,null,null,null,null
2005-08-30,null,null,null,null,null,null
2005-08-31,null,null,null,null,null,null
2005-09-01,null,null,null,null,null,null
2005-09-02,null,null,null,null,null,null
2005-09-05,null,null,null,null,null,null
2005-09-06,null,null,null,null,null,null
2005-09-07,null,null,null,null,null,null
2005-09-08,null,null,null,null,null,null
2005-09-09,null,null,null,null,null,null
2005-09-12,null,null,null,null,null,null
2005-09-13,null,null,null,null,null,null
2005-09-14,null,null,null,null,null,null
2005-09-15,null,null,null,null,null,null
2005-09-16,null,null,null,null,null,null
2005-09-19,null,null,null,null,null,null
2005-09-20,null,null,null,null,null,null
2005-09-21,null,null,null,null,null,null
2005-09-22,null,null,null,null,null,null
2005-09-23,null,null,null,null,null,null
2005-09-26,null,null,null,null,null,null
2005-09-27,null,null,null,null,null,null
2005-09-28,null,null,null,null,null,null
2005-09-29,null,null,null,null,null,null
2005-09-30,null,null,null,null,null,null
2005-10-03,null,null,null,null,null,null
2005-10-04,null,null,null,null,null,null
2005-10-05,null,null,null,null,null,null
2005-10-06,null,null,null,null,null,null
2005-10-07,null,null,null,null,null,null
2005-10-10,null,null,null,null,null,null
2005-10-11,null,null,null,null,null,null
2005-10-12,null,null,null,null,null,null
2005-10-13,null,null,null,null,null,null
2005-10-14,null,null,null,null,null,null
2005-10-17,null,null,null,null,null,null
2005-10-18,null,null,null,null,null,null
2005-10-19,null,null,null,null,null,null
2005-10-20,null,null,null,null,null,null
2005-10-21,null,null,null,null,null,null
2005-10-24,null,null,null,null,null,null
2005-10-25,null,null,null,null,null,null
2005-10-26,null,null,null,null,null,null
2005-10-27,null,null,null,null,null,null
2005-10-28,null,null,null,null,null,null
2005-10-31,null,null,null,null,null,null
2005-11-01,null,null,null,null,null,null
2005-11-02,null,null,null,null,null,null
2005-11-03,null,null,null,null,null,null
2005-11-04,null,null,null,null,null,null
2005-11-07,null,null,null,null,null,null
2005-11-08,null,null,null,null,null,null
2005-11-09,null,null,null,null,null,null
2005-11-10,null,null,null,null,null,null
2005-11-11,null,null,null,null,null,null
2005-11-14,null,null,null,null,null,null
2005-11-15,null,null,null,null,null,null
2005-11-16,null,null,null,null,null,null
2005-11-17,null,null,null,null,null,null
2005-11-18,null,null,null,null,null,null
2005-11-21,null,null,null,null,null,null
2005-11-22,null,null,null,null,null,null
2005-11-23,null,null,null,null,null,null
2005-11-24,null,null,null,null,null,null
2005-11-25,null,null,null,null,null,null
2005-11-28,null,null,null,null,null,null
2005-11-29,null,null,null,null,null,null
2005-11-30,null,null,null,null,null,null
2005-12-01,null,null,null,null,null,null
2005-12-02,null,null,null,null,null,null
2005-12-05,null,null,null,null,null,null
2005-12-06,null,null,null,null,null,null
2005-12-07,null,null,null,null,null,null
2005-12-08,null,null,null,null,null,null
2005-12-09,null,null,null,null,null,null
2005-12-12,null,null,null,null,null,null
2005-12-13,null,null,null,null,null,null
2005-12-14,null,null,null,null,null,null
2005-12-15,null,null,null,null,null,null
2005-12-16,null,null,null,null,null,null
2005-12-19,null,null,null,null,null,null
2005-12-20,null,null,null,null,null,null
2005-12-21,null,null,null,null,null,null
2005-12-22,null,null,null,null,null,null
2005-12-23,null,null,null,null,null,null
2005-12-26,null,null,null,null,null,null
2005-12-27,null,null,null,null,null,null
2005-12-28,null,null,null,null,null,null
2005-12-29,null,null,null,null,null,null
2005-12-30,null,null,null,null,null,null
2006-01-02,null,null,null,null,null,null
2006-01-03,null,null,null,null,null,null
2006-01-04,null,null,null,null,null,null
2006-01-05,null,null,null,null,null,null
2006-01-06,null,null,null,null,null,null
2006-01-09,null,null,null,null,null,null
2006-01-10,null,null,null,null,null,null
2006-01-11,null,null,null,null,null,null
2006-01-12,null,null,null,null,null,null
2006-01-13,null,null,null,null,null,null
2006-01-16,null,null,null,null,null,null
2006-01-17,null,null,null,null,null,null
2006-01-18,null,null,null,null,null,null
2006-01-19,null,null,null,null,null,null
2006-01-20,null,null,null,null,null,null
2006-01-23,null,null,null,null,null,null
2006-01-24,null,null,null,null,null,null
2006-01-25,null,null,null,null,null,null
2006-01-26,null,null,null,null,null,null
2006-01-27,null,null,null,null,null,null
2006-01-30,null,null,null,null,null,null
2006-01-31,null,null,null,null,null,null
2006-02-01,null,null,null,null,null,null
2006-02-02,null,null,null,null,null,null
2006-02-03,null,null,null,null,null,null
2006-02-06,null,null,null,null,null,null
2006-02-07,null,null,null,null,null,null
2006-02-08,null,null,null,null,null,null
2006-02-09,null,null,null,null,null,null
2006-02-10,null,null,null,null,null,null
2006-02-13,null,null,null,null,null,null
2006-02-14,null,null,null,null,null,null
2006-02-15,null,null,null,null,null,null
2006-02-16,null,null,null,null,null,null
2006-02-17,null,null,null,null,null,null
2006-02-20,null,null,null,null,null,null
